"Season","TeamID","Score","TournamentWin","Seed","TeamName","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","Ast","TO","Stl","Blk","PF","RegularSeasonWin"
2003,1423,73,FALSE,"11","UNC Wilmington",26.0333333333333,56.4,6.76666666666667,18.4,12.5333333333333,18.2,9.96666666666667,23.1333333333333,14.6666666666667,11.4666666666667,9.2,1.9,18.4333333333333,0.8
2011,1400,85,TRUE,"4","Texas",26.4705882352941,58.3235294117647,5.70588235294118,15.1470588235294,16.2647058823529,25.2058823529412,13.7941176470588,26.7058823529412,13.4705882352941,11.8235294117647,5.82352941176471,4.91176470588235,17.2058823529412,0.794117647058823
2012,1250,75,TRUE,"15","Lehigh",25.75,57.8125,7.40625,20.875,16.71875,21.59375,10.84375,24.71875,13,11.53125,7.8125,2.90625,17.78125,0.78125
2016,1235,94,TRUE,"4","Iowa St",31.1875,62.1875,8.28125,21.78125,11.1875,15.84375,9.09375,26.96875,16.53125,11.5625,6.15625,4.21875,15.53125,0.65625
2018,1242,76,TRUE,"1","Kansas",30.1176470588235,60.5294117647059,10.1470588235294,25.2058823529412,11.1176470588235,15.8823529411765,9.55882352941176,25.6470588235294,17,11.6764705882353,6.61764705882353,4.17647058823529,15.2941176470588,0.794117647058823
2012,1242,65,TRUE,"2","Kansas",26.6666666666667,54.9393939393939,6,16.7575757575758,15.6969696969697,22.5454545454545,11.1212121212121,25.7878787878788,15.6060606060606,13.2727272727273,7.39393939393939,5.63636363636364,17.6363636363636,0.818181818181818
2008,1110,57,FALSE,"15","American Univ",21.15625,47.78125,7.84375,19.15625,14.9375,20.09375,9.46875,22.5625,11.90625,13.625,4.59375,2.625,17.53125,0.65625
2015,1208,63,FALSE,"10","Georgia",22.75,52.28125,5.625,16.375,17.21875,25,10.875,27.15625,12.59375,12.75,5.59375,4.65625,18.40625,0.65625
2014,1433,75,FALSE,"5","VCU",26.2352941176471,62.6764705882353,7.41176470588235,21.2647058823529,15.0882352941176,22.3823529411765,14.1470588235294,23.7352941176471,13.1176470588235,12.2647058823529,11.1764705882353,4.26470588235294,19.5588235294118,0.764705882352941
2004,1246,96,TRUE,"1","Kentucky",26.6666666666667,56.8333333333333,6.2,17.4666666666667,13.6,19.5333333333333,11.8,24.0333333333333,15.6,14.5,7.9,3.36666666666667,18.4333333333333,0.866666666666667
2016,1423,85,FALSE,"13","UNC Wilmington",27.8333333333333,61.1666666666667,6.96666666666667,20.4333333333333,15.4333333333333,21.9333333333333,11.8333333333333,25.4,13.2333333333333,11.4333333333333,6.9,4.16666666666667,23.8666666666667,0.766666666666667
2015,1320,71,TRUE,"5","Northern Iowa",22.2727272727273,46.1212121212121,7.33333333333333,18.4242424242424,13.4848484848485,18.5757575757576,7.21212121212121,23.6060606060606,11.9393939393939,10.4848484848485,5.93939393939394,2.48484848484848,14.3636363636364,0.909090909090909
2006,1181,70,TRUE,"1","Duke",27.7575757575758,56.1515151515151,7.81818181818182,19.7575757575758,19.1818181818182,25.2121212121212,9.54545454545454,23.3636363636364,15.3636363636364,13.3939393939394,9.54545454545454,5.42424242424242,17.4848484848485,0.909090909090909
2005,1452,63,TRUE,"7","West Virginia",24.4838709677419,55.3548387096774,8.93548387096774,25.6451612903226,12.3225806451613,16.6774193548387,9.90322580645161,20.7741935483871,16.1935483870968,11.3870967741935,8.16129032258065,3.74193548387097,14.6451612903226,0.67741935483871
2009,1143,71,FALSE,"7","California",27.09375,55.90625,6.34375,14.625,14.5,19.1875,9.96875,23.71875,15.53125,12.03125,4.90625,2,16.8125,0.6875
2014,1163,89,TRUE,"7","Connecticut",24.3823529411765,54.3823529411765,7.11764705882353,18.3823529411765,15.9705882352941,21,10.0882352941176,25.2941176470588,12.5882352941176,11.6764705882353,6.97058823529412,6.20588235294118,18.2647058823529,0.764705882352941
2018,1328,78,FALSE,"10","Oklahoma",29.8387096774194,64.2903225806452,9.54838709677419,26.3225806451613,15.9354838709677,21.2903225806452,10.3870967741935,27.8709677419355,15.0645161290323,13.3870967741935,6.58064516129032,4.70967741935484,17.2258064516129,0.580645161290323
2005,1211,74,TRUE,"3","Gonzaga",27.5862068965517,54.5172413793103,5.03448275862069,12.8965517241379,19.4827586206897,26.1034482758621,11.7241379310345,26.448275862069,15.8275862068966,13.551724137931,5.58620689655172,3.44827586206897,17.4137931034483,0.862068965517241
2004,1433,78,FALSE,"13","VCU",26.0666666666667,55,6.56666666666667,17,12.1,20.0333333333333,12.3333333333333,25.4,13,16.4333333333333,6.73333333333333,3.86666666666667,17.5666666666667,0.766666666666667
2010,1350,71,FALSE,"7","Richmond",24.7941176470588,55.5882352941176,7.05882352941176,20.0882352941176,12.6470588235294,18.1470588235294,9,24,12.7058823529412,11.2647058823529,8.32352941176471,4.58823529411765,17.9705882352941,0.764705882352941
2008,1458,71,TRUE,"3","Wisconsin",23.4848484848485,52.1515151515151,5.81818181818182,16.2121212121212,14.5454545454545,20.5151515151515,11.6060606060606,24.3030303030303,12.7878787878788,12.0909090909091,6.3030303030303,3.33333333333333,14.3333333333333,0.878787878787879
2011,1458,72,TRUE,"4","Wisconsin",23.8709677419355,53.6129032258064,8.06451612903226,21.7096774193548,12.3870967741935,15.0322580645161,10.5483870967742,21.5161290322581,13.1612903225806,7.38709677419355,3.45161290322581,3.16129032258065,15.0645161290323,0.741935483870968
2021,1326,72,FALSE,"2","Ohio St",26.3333333333333,57.3,8.23333333333333,22.5666666666667,16.4333333333333,21.5333333333333,8.33333333333333,24.8333333333333,13.0333333333333,9.93333333333333,4.6,3.43333333333333,5.93333333333333,0.7
2013,1322,47,FALSE,"14","Northwestern LA",27.4444444444444,61.4814814814815,5.74074074074074,18.2592592592593,17.3333333333333,25.1111111111111,13.6666666666667,24.4814814814815,14.6296296296296,14,9.33333333333333,4.51851851851852,19.8888888888889,0.703703703703704
2018,1137,78,FALSE,"14","Bucknell",27.7058823529412,58.6764705882353,7.91176470588235,23.0588235294118,17.8235294117647,24.8235294117647,9.35294117647059,27.5,14.4705882352941,12.6176470588235,5.61764705882353,4.44117647058824,18.5882352941176,0.735294117647059
2010,1323,50,FALSE,"6","Notre Dame",26.3823529411765,55.7058823529412,7.5,19.0294117647059,15.7647058823529,21.7941176470588,11.3529411764706,24.2941176470588,16.8529411764706,10.3529411764706,5.52941176470588,3,15.1764705882353,0.676470588235294
2006,1423,85,FALSE,"9","UNC Wilmington",24.21875,56.65625,6.40625,19.28125,12.8125,18.21875,11.90625,24.28125,15.1875,12.46875,7.6875,1.6875,20.625,0.78125
2007,1210,63,FALSE,"10","Georgia Tech",29.3548387096774,59.6129032258064,6.38709677419355,17.0645161290323,14,20.4838709677419,13.6774193548387,22.6129032258065,15.4838709677419,15.8709677419355,10,3.54838709677419,20.7096774193548,0.645161290322581
2014,1454,53,FALSE,"15","WI Milwaukee",22.7878787878788,53.0909090909091,7.12121212121212,21.6060606060606,17.6969696969697,24.1515151515152,9.78787878787879,23.5151515151515,13.2424242424242,13.6363636363636,5.63636363636364,2.42424242424242,18.3030303030303,0.606060606060606
2021,1276,82,TRUE,"1","Michigan",27.875,57.625,7.54166666666667,19.5,12.9583333333333,16.6666666666667,8.08333333333333,27.0833333333333,15.4583333333333,10.6666666666667,4.41666666666667,4.29166666666667,6.20833333333333,0.833333333333333
2009,1276,62,TRUE,"10","Michigan",23.1875,54.65625,8.65625,26.09375,11.8125,15.65625,9.46875,21.25,15.5625,11.28125,6.4375,2.59375,15.28125,0.59375
2004,1163,70,TRUE,"2","Connecticut",30.1212121212121,62.6363636363636,6.39393939393939,15.969696969697,12.4545454545455,20.2121212121212,15.3030303030303,29.4848484848485,18.2424242424242,13.7878787878788,6.15151515151515,8.72727272727273,16.0606060606061,0.818181818181818
2021,1222,87,TRUE,"2","Houston",26.6538461538462,60.8076923076923,9.11538461538461,25.6923076923077,13.8846153846154,18.6923076923077,12.8461538461538,24.7692307692308,13.6923076923077,10.1538461538462,7.84615384615385,4.65384615384615,5.30769230769231,0.884615384615385
2013,1338,55,FALSE,"8","Pittsburgh",25.5625,53.78125,5.0625,14.0625,13.40625,20.1875,12.9375,22.40625,16.53125,10.90625,6.65625,3.9375,17.125,0.75
2010,1437,73,TRUE,"2","Villanova",27.6129032258065,59.4193548387097,7.70967741935484,20.4838709677419,19.6129032258065,26.1290322580645,13.4193548387097,25.6451612903226,13.8709677419355,13.8064516129032,7.7741935483871,3.90322580645161,22.3870967741935,0.774193548387097
2005,1324,68,FALSE,"16","Oakland",25.0689655172414,56.1034482758621,6.27586206896552,18.7586206896552,13.9310344827586,21.0344827586207,11.8620689655172,20.6551724137931,14.7241379310345,12.0344827586207,6.96551724137931,2.48275862068966,17.6551724137931,0.379310344827586
2009,1139,71,FALSE,"9","Butler",21.7666666666667,49.7666666666667,7.93333333333333,22.5,15.5333333333333,21.5333333333333,9.96666666666667,23.9,12.7666666666667,12.5666666666667,6,3.23333333333333,17.8666666666667,0.833333333333333
2004,1431,83,FALSE,"13","UTEP",25.6551724137931,54.5172413793103,6,15.8620689655172,18.1724137931034,24.3448275862069,10.2758620689655,24.0689655172414,16.2758620689655,13.551724137931,7,2.62068965517241,17.0689655172414,0.758620689655172
2009,1156,84,TRUE,"13","Cleveland St",23.03125,54.15625,4.75,15.34375,14.15625,20.09375,11.5625,22.09375,13.4375,12.46875,8.59375,3.28125,18.375,0.6875
2010,1139,77,TRUE,"5","Butler",22.71875,50.1875,6.75,19.75,17.90625,23.9375,9.25,23.59375,12.8125,12.40625,6.84375,2.46875,18.5,0.875
2022,1274,68,TRUE,"10","Miami FL",27.5757575757576,57.6363636363636,7.3030303030303,20.6969696969697,12.3636363636364,16.6363636363636,6.24242424242424,21.6060606060606,14,9.3030303030303,8.72727272727273,2.93939393939394,14.9393939393939,0.696969696969697
2014,1153,57,FALSE,"5","Cincinnati",23.7575757575758,55.6363636363636,5.81818181818182,17.3636363636364,15.3939393939394,21.7272727272727,13.3636363636364,22.6969696969697,12.7272727272727,11.0909090909091,7.93939393939394,5.51515151515152,17.4545454545455,0.818181818181818
2012,1272,54,FALSE,"8","Memphis",26.8235294117647,54.2647058823529,5.38235294117647,14.5882352941176,16.2647058823529,22.5882352941176,9.47058823529412,24.9411764705882,14.7647058823529,12.7352941176471,7.94117647058824,5.67647058823529,19.0588235294118,0.764705882352941
2016,1231,99,TRUE,"5","Indiana",29.1875,58.25,9.875,23.8125,14.03125,19.40625,12.03125,25.34375,15.96875,13.65625,6.9375,3.96875,18.1875,0.78125
2022,1104,64,FALSE,"6","Alabama",27.65625,62.75,9.28125,30.09375,15.375,21.0625,11.625,24.71875,14.625,14.09375,7,4.71875,18.59375,0.59375
2013,1231,83,TRUE,"1","Indiana",26.8787878787879,55.2727272727273,7.3030303030303,17.7575757575758,18.9393939393939,25.4242424242424,12.4545454545455,26.1515151515152,14.5454545454545,13,7.48484848484848,3.72727272727273,17.0909090909091,0.818181818181818
2012,1277,89,TRUE,"1","Michigan St",25.9117647058824,54.3823529411765,5.52941176470588,15.1470588235294,14.7941176470588,21.2058823529412,11.7352941176471,26.2647058823529,15.3235294117647,13,7.32352941176471,4.38235294117647,17.6176470588235,0.794117647058823
2008,1155,69,FALSE,"5","Clemson",29.5,64.375,8,21.0625,12.1875,19.5625,15.65625,22.59375,15.8125,14.75,9.8125,5.59375,19.21875,0.71875
2010,1373,64,FALSE,"13","Siena",27.4848484848485,59.9393939393939,4.75757575757576,14.7272727272727,15.7272727272727,23.4848484848485,12.9393939393939,25.3939393939394,14.4545454545455,12.2424242424242,8.81818181818182,3.57575757575758,13.7878787878788,0.818181818181818
2015,1268,65,TRUE,"4","Maryland",22.4545454545455,51.3030303030303,7.3030303030303,19.6060606060606,17.2727272727273,22.8181818181818,9.15151515151515,25.9090909090909,10.9090909090909,12.030303030303,4.84848484848485,4.21212121212121,16.5454545454545,0.818181818181818
2013,1281,72,FALSE,"9","Missouri",27.2727272727273,59.3333333333333,6.3030303030303,18.5454545454545,15.3939393939394,20.8181818181818,13.6969696969697,27.7272727272727,13.9393939393939,13.2424242424242,6.75757575757576,3.51515151515152,16.4545454545455,0.696969696969697
2018,1452,85,TRUE,"5","West Virginia",27.7647058823529,64,8.79411764705882,24.9117647058824,15.2941176470588,19.9705882352941,14,23.8823529411765,15.0588235294118,11.3235294117647,8.02941176470588,5.26470588235294,21.3823529411765,0.705882352941177
2013,1380,58,FALSE,"16","Southern Univ",22.6551724137931,52.8965517241379,6.62068965517241,18.2068965517241,14.6551724137931,21.3103448275862,8.82758620689655,25.7241379310345,10.7586206896552,11,7.03448275862069,4,17.4827586206897,0.689655172413793
2007,1417,70,TRUE,"2","UCLA",26.7333333333333,55.6333333333333,6.8,18.5,11.7,18.0333333333333,11.0666666666667,21.8333333333333,14.6,12.2,7.36666666666667,3.3,16,0.833333333333333
2014,1314,79,TRUE,"6","North Carolina",27.71875,59.875,4.1875,12.46875,16.6875,26.6875,14.0625,25.6875,15.5625,12.03125,7.3125,4.78125,20.3125,0.71875
2004,1280,85,TRUE,"2","Mississippi St",27.3571428571429,58.5,6.46428571428571,18.25,15.9285714285714,24.0357142857143,14.75,26.1071428571429,13.6785714285714,15.4642857142857,9.17857142857143,4.5,16.25,0.892857142857143
2008,1274,78,TRUE,"7","Miami FL",25.0322580645161,57.7096774193548,6.7741935483871,17.9354838709677,16.9677419354839,22.7096774193548,12.6774193548387,24.7741935483871,12.8387096774194,13.1935483870968,5.7741935483871,4.67741935483871,18.6774193548387,0.67741935483871
2022,1389,85,TRUE,"15","St Peter's",23.2068965517241,54.551724137931,5.75862068965517,16.551724137931,14,20.448275862069,9.06896551724138,24.2068965517241,11.9655172413793,13.1379310344828,7.31034482758621,4.89655172413793,19.6206896551724,0.620689655172414
2021,1361,62,FALSE,"6","San Diego St",25.6923076923077,56.6538461538462,8.38461538461539,22.3846153846154,13.9615384615385,19.4230769230769,8.19230769230769,23.6923076923077,13.8076923076923,10.7692307692308,8.11538461538461,2.84615384615385,6.53846153846154,0.846153846153846
2009,1288,54,FALSE,"15","Morgan St",24.5454545454545,57.6969696969697,5.12121212121212,15.030303030303,12.7272727272727,19.6666666666667,14.1818181818182,23.6969696969697,11.2121212121212,13.0909090909091,6.48484848484848,3.12121212121212,19,0.666666666666667
2010,1436,56,FALSE,"16","Vermont",23.6176470588235,53.4705882352941,4.73529411764706,14.7647058823529,18.6470588235294,27.0588235294118,12.2647058823529,24.8529411764706,12.0588235294118,14.0588235294118,6.79411764705882,4.11764705882353,18.3529411764706,0.735294117647059
2010,1448,81,TRUE,"9","Wake Forest",26.2068965517241,59.8275862068966,4.3448275862069,13.8620689655172,16.2068965517241,24.551724137931,14.6206896551724,27.2068965517241,11.7931034482759,15.1724137931034,7.3448275862069,5.3448275862069,20.1034482758621,0.655172413793103
2015,1138,62,FALSE,"12","Buffalo",25.53125,58.6875,6.03125,17.71875,17.90625,24.8125,12.875,25.5625,13.15625,11.28125,7.625,4.03125,18.40625,0.71875
2005,1277,89,TRUE,"5","Michigan St",27.7142857142857,55.8928571428571,6.85714285714286,19.0357142857143,15.7857142857143,20.3571428571429,11.8571428571429,24.1785714285714,17.8571428571429,13.8571428571429,7.71428571428571,2.67857142857143,19.2857142857143,0.785714285714286
2008,1242,85,TRUE,"1","Kansas",29.4545454545455,58.3636363636364,6.78787878787879,17.030303030303,15.4848484848485,21.8787878787879,12.3030303030303,26.4242424242424,18.4848484848485,12.9090909090909,9,6.12121212121212,17.4242424242424,0.909090909090909
2018,1104,86,TRUE,"9","Alabama",25.2941176470588,55.2058823529412,6.38235294117647,19.6764705882353,15.3823529411765,22.8823529411765,10.0294117647059,26.2647058823529,12.5294117647059,14.1470588235294,6.41176470588235,5.47058823529412,19,0.558823529411765
2011,1131,53,FALSE,"16","Boston Univ",21.5,53.2941176470588,7.52941176470588,21.2058823529412,14.6764705882353,20.0882352941176,12,24,9.85294117647059,11.9411764705882,5.38235294117647,3.70588235294118,18.2058823529412,0.617647058823529
2003,1221,68,FALSE,"14","Holy Cross",24.2068965517241,52.7241379310345,5.31034482758621,14.7586206896552,15.6206896551724,22.1379310344828,12.0689655172414,24.3103448275862,15.4137931034483,13.9310344827586,7.96551724137931,4.48275862068965,18.3793103448276,0.862068965517241
2017,1274,58,FALSE,"8","Miami FL",24.75,54.625,6.40625,17.84375,13.46875,18.75,11.0625,24.96875,11.90625,12.71875,6.375,3.875,15.5625,0.65625
2021,1166,63,TRUE,"5","Creighton",28.4642857142857,59.8214285714286,9.71428571428571,26.5,10.3214285714286,16.0714285714286,6.89285714285714,25.7142857142857,15.8571428571429,10.7857142857143,7.07142857142857,3.5,3.75,0.714285714285714
2016,1438,81,TRUE,"1","Virginia",25.7272727272727,52.8181818181818,6,14.8181818181818,12.9090909090909,17.1212121212121,8.96969696969697,22.9090909090909,14.3333333333333,9.39393939393939,5.48484848484848,2.93939393939394,16.3636363636364,0.787878787878788
2014,1211,85,TRUE,"8","Gonzaga",26.6363636363636,54.3333333333333,6.87878787878788,17.7575757575758,15.6666666666667,22.0606060606061,9.63636363636364,26.2424242424242,14.4848484848485,11.2424242424242,6.6969696969697,3.90909090909091,18.0909090909091,0.818181818181818
2014,1277,93,TRUE,"4","Michigan St",27.2647058823529,57.4411764705882,8.05882352941176,20.5882352941176,13.3529411764706,19.2647058823529,11.0588235294118,26,17,11.4411764705882,6.94117647058824,4.82352941176471,18.8823529411765,0.764705882352941
2007,1275,56,FALSE,"14","Miami OH",21.84375,47.53125,5.0625,15.25,10.8125,15.25,8.03125,22.40625,12.84375,13.34375,5.8125,4.09375,17.03125,0.5625
2016,1433,75,TRUE,"10","VCU",28.0294117647059,62.2352941176471,7.26470588235294,20.4117647058824,13.8823529411765,20.1176470588235,12.5,24.8529411764706,14.3529411764706,11.4411764705882,8.79411764705882,3.82352941176471,19.5588235294118,0.705882352941177
2010,1400,80,FALSE,"8","Texas",29.6666666666667,63.3030303030303,5.66666666666667,16.4242424242424,16.2424242424242,25.6060606060606,14.9393939393939,27.2121212121212,14.4848484848485,13.9090909090909,7.81818181818182,5.75757575757576,19.6969696969697,0.727272727272727
2016,1458,47,TRUE,"7","Wisconsin",23.46875,54.625,6.59375,18.4375,15.34375,21.6875,11.4375,23.46875,11.59375,10.96875,5.875,3.1875,16.9375,0.625
2022,1129,53,FALSE,"8","Boise St",24.2424242424242,54.4242424242424,7.18181818181818,21.030303030303,12.4545454545455,19.1515151515152,8.78787878787879,23.1818181818182,11.3333333333333,11.0909090909091,5.87878787878788,3.45454545454545,15.030303030303,0.787878787878788
2018,1172,73,FALSE,"12","Davidson",27.34375,56.65625,10.6875,27.3125,11.0625,13.875,6.90625,25.90625,16.84375,9.5625,4.78125,1.96875,15.03125,0.65625
2014,1242,80,TRUE,"2","Kansas",27.3939393939394,55.3333333333333,5.57575757575758,16.1515151515152,19.2424242424242,27.0606060606061,11.7878787878788,26.3333333333333,15.1212121212121,13.1818181818182,5.84848484848485,5.66666666666667,21.0909090909091,0.727272727272727
2008,1345,90,TRUE,"6","Purdue",23.34375,55.1875,7.375,19.9375,14.65625,20.75,11.25,21.375,13.375,12.90625,8.5,4.28125,19.59375,0.75
2014,1243,49,FALSE,"9","Kansas St",24.34375,55.84375,6.03125,18.03125,15,22.78125,12.40625,23.59375,15.46875,12.3125,6.1875,2.96875,21.6875,0.625
2021,1124,79,TRUE,"1","Baylor",31.0833333333333,63.0416666666667,10.3333333333333,24.7083333333333,11.875,17.0416666666667,11.3333333333333,22.375,17.0416666666667,12.1666666666667,8.95833333333333,3.75,5.25,0.916666666666667
2008,1140,62,FALSE,"8","BYU",25.9411764705882,56.3235294117647,8.17647058823529,21.8235294117647,14,21.2647058823529,10.5,28.5,16.8823529411765,14.2647058823529,5.91176470588235,3.91176470588235,17.7352941176471,0.794117647058823
2018,1196,77,TRUE,"6","Florida",26.28125,60.53125,9.125,24.3125,14.375,20,10.78125,24.34375,12.96875,9.8125,6.90625,4.71875,17.25,0.625
2006,1452,64,TRUE,"6","West Virginia",25.5172413793103,57.3103448275862,10.0344827586207,29.3103448275862,9.58620689655172,12.8620689655172,7.82758620689655,19.7241379310345,17.5862068965517,8.3448275862069,7.89655172413793,2.68965517241379,13,0.655172413793103
2013,1387,64,TRUE,"4","St Louis",23.1212121212121,51.6666666666667,6.15151515151515,17.7272727272727,16.3030303030303,23.0909090909091,9.03030303030303,23.8181818181818,12.8787878787879,11.4848484848485,7.48484848484848,3.15151515151515,17.3636363636364,0.818181818181818
2021,1199,64,TRUE,"4","Florida St",28.1818181818182,59.4090909090909,8.22727272727273,21.0909090909091,14.3181818181818,19.4090909090909,10.4090909090909,24.2727272727273,14.5909090909091,14.1363636363636,7.40909090909091,5.13636363636364,6.54545454545455,0.727272727272727
2012,1253,68,FALSE,"12","Long Beach St",25.5806451612903,54.9354838709677,6.61290322580645,18.4516129032258,16,23.8387096774194,11.2903225806452,24.3548387096774,14.1290322580645,12.8709677419355,6.80645161290323,2.74193548387097,15.741935483871,0.741935483870968
2011,1196,79,TRUE,"2","Florida",25.9393939393939,56.1818181818182,6.21212121212121,17.4545454545455,13.4545454545455,20.1818181818182,13.0909090909091,24.4242424242424,13.7272727272727,12.4242424242424,5.87878787878788,3.54545454545455,14.4242424242424,0.787878787878788
2006,1107,59,FALSE,"16","SUNY Albany",23.1935483870968,51.8709677419355,7.06451612903226,18.5161290322581,15.4193548387097,21.741935483871,11,22.9677419354839,12.6129032258065,14.1612903225806,6.38709677419355,2.58064516129032,19.0967741935484,0.67741935483871
2014,1301,80,FALSE,"12","NC State",26.2647058823529,57.2647058823529,4.47058823529412,14.7647058823529,13.7941176470588,20.8529411764706,11.9411764705882,22.3823529411765,12.9411764705882,10.4117647058824,4.76470588235294,3.97058823529412,18.7058823529412,0.617647058823529
2017,1329,91,FALSE,"10","Oklahoma St",28.8064516129032,61.9354838709677,9,22.3548387096774,18.4193548387097,23.4193548387097,13.6451612903226,23.0967741935484,14.6774193548387,13.2903225806452,7.74193548387097,3,22.258064516129,0.612903225806452
2005,1301,75,TRUE,"10","NC State",25.1875,54.875,8.46875,22.9375,15,21.5625,11.09375,21.4375,15.3125,12.28125,7.0625,4.34375,18.84375,0.59375
2019,1436,69,FALSE,"13","Vermont",24.8125,54.8125,7.8125,22.125,14.96875,19.875,8.9375,25.71875,11.5,11,5.40625,3.9375,16.59375,0.8125
2017,1211,66,TRUE,"1","Gonzaga",30.3636363636364,58.6363636363636,7.3030303030303,19.1212121212121,16.5454545454545,22.4242424242424,9.36363636363636,30.9393939393939,16.030303030303,11.3030303030303,7.15151515151515,4.45454545454545,16.4545454545455,0.96969696969697
2017,1452,86,TRUE,"4","West Virginia",29,63.3235294117647,7.55882352941176,20.9117647058824,16.4117647058824,24.2058823529412,14.3235294117647,22.9705882352941,16.7352941176471,12.2647058823529,10.3823529411765,4.67647058823529,20.5588235294118,0.764705882352941
2007,1400,79,TRUE,"4","Texas",27.6969696969697,62.0909090909091,9,22.6666666666667,17.8181818181818,24.4848484848485,14,26.1818181818182,13.8787878787879,12.2727272727273,7.60606060606061,5.75757575757576,17.2727272727273,0.727272727272727
2009,1103,64,FALSE,"13","Akron",22.5882352941176,54.2647058823529,7.11764705882353,21.6176470588235,14.1176470588235,19.7352941176471,11.7352941176471,21.3529411764706,12.1176470588235,13.7352941176471,7.64705882352941,2.26470588235294,20.6176470588235,0.647058823529412
2009,1429,57,FALSE,"11","Utah St",25.8181818181818,51.9393939393939,6.45454545454545,16.1818181818182,14.8181818181818,19.8787878787879,10.5757575757576,23.8787878787879,16.2727272727273,11.3939393939394,4.90909090909091,2.51515151515152,15.3939393939394,0.878787878787879
2018,1274,62,FALSE,"6","Miami FL",27.4516129032258,59.1290322580645,7.83870967741935,21.5806451612903,11.4193548387097,17.2258064516129,9.96774193548387,24.8709677419355,13.3225806451613,11.3225806451613,6.54838709677419,3.96774193548387,16.3225806451613,0.709677419354839
2013,1276,71,TRUE,"4","Michigan",27.65625,57.5625,7.34375,19.5625,11.71875,16.5,10.59375,24.3125,14.125,9.21875,6.03125,2.84375,13.0625,0.78125
2017,1195,80,FALSE,"14","FL Gulf Coast",28.2333333333333,58.0333333333333,6.26666666666667,18.4666666666667,13.7,19.7,11.3,25.6333333333333,14,12.3333333333333,5.26666666666667,3.36666666666667,18.9333333333333,0.766666666666667
2015,1211,86,TRUE,"2","Gonzaga",28.2121212121212,54.3636363636364,7.12121212121212,17.4545454545455,14.6666666666667,21.2727272727273,10.1212121212121,27.5454545454545,16.2121212121212,10.6060606060606,6.06060606060606,3.27272727272727,17.1515151515152,0.939393939393939
2008,1375,61,FALSE,"10","South Alabama",25.6129032258065,53.8064516129032,6.67741935483871,18.1935483870968,17.7096774193548,24.8709677419355,12.0645161290323,24.9032258064516,15.5806451612903,13.9032258064516,6.09677419354839,3,17.0322580645161,0.806451612903226
2022,1272,64,TRUE,"9","Memphis",26.9354838709677,57.2258064516129,6.32258064516129,17.6129032258065,15.2258064516129,22,11.0645161290323,24.3225806451613,16.0645161290323,15.8064516129032,8.70967741935484,5.67741935483871,18.7096774193548,0.67741935483871
2004,1418,52,FALSE,"14","Louisiana",27.1923076923077,58.6923076923077,8.23076923076923,22.1153846153846,13.6538461538462,19.8846153846154,11.6538461538462,21.9615384615385,16.1153846153846,14.5384615384615,8.69230769230769,2.11538461538462,18.6538461538462,0.692307692307692
2013,1437,71,FALSE,"9","Villanova",21.1875,51.21875,6.09375,18.09375,18.96875,26.28125,11.15625,24.96875,12.28125,15.625,7.53125,3.46875,19.03125,0.59375
2011,1429,68,FALSE,"12","Utah St",24.375,52.28125,5.84375,16.3125,16.6875,22.6875,10.59375,26.625,14.46875,11.8125,4.84375,3.25,17.25,0.90625
2015,1434,62,FALSE,"13","Valparaiso",24.0666666666667,53.4,6.8,17.8333333333333,13.4666666666667,19.6,11.3333333333333,25.4333333333333,12.3666666666667,12.1333333333333,5.63333333333333,4.36666666666667,16.6333333333333,0.833333333333333
2009,1268,84,TRUE,"10","Maryland",26.2424242424242,62.2424242424242,5.75757575757576,17.3939393939394,13.2121212121212,17.2121212121212,13.2424242424242,23.4545454545455,14.6666666666667,12.4848484848485,7.72727272727273,4.27272727272727,16.5757575757576,0.606060606060606
2018,1153,68,TRUE,"2","Cincinnati",26.2647058823529,58,7.29411764705882,20.4411764705882,14.6470588235294,21.3235294117647,13.0588235294118,25.8529411764706,15.9705882352941,11.4705882352941,7.29411764705882,5.52941176470588,15.8235294117647,0.882352941176471
2022,1308,70,TRUE,"12","New Mexico St",25.2068965517241,55.5172413793103,7.51724137931035,22.7931034482759,13.6206896551724,19.6551724137931,9.75862068965517,25.4827586206897,13.6206896551724,13.1034482758621,4.68965517241379,4.3448275862069,16.3103448275862,0.793103448275862
2010,1196,92,FALSE,"10","Florida",25.9393939393939,58.4242424242424,5.84848484848485,18.6666666666667,13.8787878787879,19.7575757575758,13.1818181818182,23.7878787878788,14.0606060606061,12.1818181818182,7.15151515151515,2.72727272727273,14.4545454545455,0.636363636363636
2006,1455,86,TRUE,"7","Wichita St",23.7741935483871,53.8709677419355,6.74193548387097,18.1935483870968,14.0322580645161,19.3225806451613,11.8387096774194,25.0322580645161,14.9677419354839,12.9032258064516,5.29032258064516,1.83870967741935,15.4516129032258,0.741935483870968
2012,1455,59,FALSE,"5","Wichita St",27.3870967741935,57.0322580645161,7,18.9032258064516,15.1290322580645,20.0967741935484,10.9032258064516,26.9677419354839,14.5483870967742,12.0967741935484,6,3.96774193548387,17.0322580645161,0.838709677419355
2004,1371,80,TRUE,"8","Seton Hall",26.1071428571429,56.8571428571429,5.96428571428571,16.8571428571429,14.1071428571429,19.6785714285714,11.7857142857143,25.3214285714286,13.25,13.1428571428571,6.78571428571429,3.14285714285714,18.1071428571429,0.678571428571429
